SITE;MUNICIPALITY;STATE;LAT_Y_POINT;LONG_X_POINT;LAND_USE_surrounding_100m;COL_END_YR;ORDER;FAMILY;GENUS;SPECIES;OCCUR;NUMBER_OF_RECORDS
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;456
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;689
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella arnoldi;1;27
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella nigrofasciata;1;8
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella nigrofasciata;1;16
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Cichliformes;Cichlidae;Crenicichla;Crenicichla labrina;1;1
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Cichliformes;Cichlidae;Crenicichla;Crenicichla labrina;1;1
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;30
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;56
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;22
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;4
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;83
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;47
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;15
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;24
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;21
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Crenuchidae;Crenuchus;Crenuchus?spilurus?;1;91
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;1
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;1
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;1
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;3
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;1
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;2
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Siluriformes;Heptapteridae;Gladioglanis;Gladioglanis conquistador;1;30
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Siluriformes;Heptapteridae;Gladioglanis;Gladioglanis conquistador;1;2
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Siluriformes;Heptapteridae;Gladioglanis;Gladioglanis conquistador;1;8
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;1
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;3
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;15
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;4
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;2
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;1
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;3
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;5
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coatesi;1;2
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;12
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;12
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;2
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;4
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;7
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;6
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;14
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;6
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;14
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;93
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;36
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;2
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;2
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;1
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;9
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;69
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;46
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;6
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;6
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;161
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;52
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;1
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;4
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus schmardae;1;14
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;1
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;4
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;1
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;1
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;1
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;135
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;144
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;24
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;1
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;56
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;26
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;22
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;21
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;4
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;19
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus benoneae;1;2
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus benoneae;1;1
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;1
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;2
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;2
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;7
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;1
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;2
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;3
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Cyprinodontiformes;Rivulidae;Laimosemion;Laimosemion strigatus;1;3
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Cyprinodontiformes;Rivulidae;Laimosemion;Laimosemion strigatus;1;16
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Cyprinodontiformes;Rivulidae;Laimosemion;Laimosemion strigatus;1;1
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Cyprinodontiformes;Rivulidae;Laimosemion;Laimosemion strigatus;1;3
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Cyprinodontiformes;Rivulidae;Laimosemion;Laimosemion strigatus;1;16
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Cyprinodontiformes;Rivulidae;Laimosemion;Laimosemion strigatus;1;34
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Cyprinodontiformes;Rivulidae;Laimosemion;Laimosemion strigatus;1;30
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Cyprinodontiformes;Rivulidae;Laimosemion;Laimosemion strigatus;1;9
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;21
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;9
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;33
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;5
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;1
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;14
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;14
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Characiformes;Crenuchidae;Microcharacidium;Microcharacidium eleotrioides;1;8
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Perciformes;Eleotridae;Microphilypnus;Microphilypnus ternetzi;1;2
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Gymnotiformes; Hypopomidae;Microsternarchus;Microsternarchus cf. bilineatus;1;1
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Gymnotiformes; Hypopomidae;Microsternarchus;Microsternarchus cf. bilineatus;1;2
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Gymnotiformes; Hypopomidae;Microsternarchus;Microsternarchus cf. bilineatus;1;5
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Perciformes;Polycentridae;Monocirrhus;Monocirrhus polyacanthus;1;1
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Perciformes;Polycentridae;Monocirrhus;Monocirrhus polyacanthus;1;1
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Perciformes;Polycentridae;Monocirrhus;Monocirrhus polyacanthus;1;2
CAX-D01;Melga?o;PA;-2.34256;-51.79069;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;22
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;28
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;63
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;24
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;13
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;39
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;54
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;97
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;41
CAX-D16;Melga?o;PA;-2.22394;-51.708;Forest;2015;Cichliformes;Cichlidae;Nannacara;Nannacara taenia;1;51
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Lebiasinidae;Nannostomus;Nannostomus eques;1;1
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Characiformes;Lebiasinidae;Nannostomus;Nannostomus eques;1;14
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Lebiasinidae;Nannostomus;Nannostomus trifasciatus;1;25
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Characiformes;Lebiasinidae;Nannostomus;Nannostomus trifasciatus;1;2
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Lebiasinidae;Nannostomus;Nannostomus trifasciatus;1;4
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Siluriformes;Doradidae;Physopyxis;Physopyxis ananas;1;43
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Siluriformes;Doradidae;Physopyxis;Physopyxis ananas;1;21
CAX-D09;Melga?o;PA;-2.20158;-51.84381;Forest;2015;Siluriformes;Doradidae;Physopyxis;Physopyxis ananas;1;6
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Siluriformes;Doradidae;Physopyxis;Physopyxis ananas;1;7
CAX-D14;Melga?o;PA;-2.65222;-52.03339;Forest;2015;Siluriformes;Doradidae;Physopyxis;Physopyxis ananas;1;36
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Siluriformes;Doradidae;Physopyxis;Physopyxis ananas;1;19
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Beloniformes;Belonidae;Potamorrhaphis;Potamorrhaphis guianensis;1;1
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Characidae;Priocharax;Priocharax sp1;1;4
CAX-D02;Melga?o;PA;-2.16736;-51.75414;Forest;2015;Characiformes;Characidae;Pristella;Pristella maxillaris;1;1
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Characiformes;Characidae;Pristella;Pristella maxillaris;1;1
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Characidae;Pristella;Pristella maxillaris;1;1
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina sp1;1;1
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Characiformes;Lebiasinidae;Pyrrhulina;Pyrrhulina sp1;1;1
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Gymnotiformes;Hypopomidae;Steatogenys;Steatogenys elegans;1;1
CAX-D06;Melga?o;PA;-2.28547;-51.80617;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;1
CAX-D08;Melga?o;PA;-2.14514;-51.79328;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;1
CAX-D10;Melga?o;PA;-2.23469;-51.89803;Forest;2015;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus marmoratus;1;1
CAX-D15;Melga?o;PA;-2.59322;-52.04217;Forest;2015;Siluriformes;Auchenipteridae;Tetranematichthys;Tetranematichthys wallacei;1;1
CAX-D03;Melga?o;PA;-2.20161;-51.72461;Forest;2015;Siluriformes;Trichomycteridae;Trichomycterus;Trichomycterus hasemani  ;1;1
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;56
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;80
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;25
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. agassizii;1;88
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;184
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;73
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;200
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Cichliformes;Cichlidae;Apistogramma;Apistogramma gr. regani;1;138
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Beloniformes;Belonidae;Belonion;Belonion sp.;1;1
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus beebei;1;3
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus beebei;1;3
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;2
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Gymnotiformes;Hypopomidae;Brachypopomus;Brachyhypopomus brevirostris;1;1
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Siluriformes;Aspredinidae;Bunocephalus;Bunocephalus sp1;1;1
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Siluriformes;Aspredinidae;Bunocephalus;Bunocephalus sp1;1;4
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Siluriformes;Callichthyidae;Callichthys;Carnegiella marthae;1;1
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;4
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;2
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Characiformes;Gasteropelecidae;Carnegiella ;Carnegiella strigata;1;2
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella callolepis;1;154
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella callolepis;1;338
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella callolepis;1;30
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella callolepis;1;136
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella nattereri;1;95
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Characiformes;Lebiasinidae;Copella;Copella nattereri;1;6
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Cichliformes;Cichlidae;Crenicichla;Crenicichla regani;1;1
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Cichliformes;Cichlidae;Crenicichla;Crenicichla regani;1;1
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Characiformes;Curimatidae;Curimatopsis;Curimatopsis crypticus;1;2
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Characiformes;Curimatidae;Curimatopsis;Curimatopsis crypticus;1;9
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Characiformes;Curimatidae;Curimatopsis;Curimatopsis crypticus;1;8
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Characiformes;Crenuchidae;Elachocharax;Elachocharax pulcher;1;551
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Characiformes;Crenuchidae;Elachocharax;Elachocharax pulcher;1;189
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Characiformes;Crenuchidae;Elachocharax;Elachocharax pulcher;1;414
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Characiformes;Crenuchidae;Elachocharax;Elachocharax pulcher;1;703
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Characiformes;Erythrinidae;Erythrinus;Erythrinus?erythrinus;1;1
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Cyprinodontiformes;Poecilliidae;Fluviphylax;Fluviphylax sp1;1;10
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;1
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;1
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;10
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Characiformes;Acestrorhynchidae;Gnathocharax;Gnathocharax steindachneri;1;1
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus aff. jonasi;1;2
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus aff. jonasi;1;1
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus aff. jonasi;1;4
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;58
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;79
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;56
FTB04;Oriximin?;PA;-1.13009;-56.41578;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;126
FTB01;Oriximin?;PA;-1.12641;-56.33261;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;115
FTB02;Oriximin?;PA;-1.10131;-56.43166;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;144
FTB03;Oriximin?;PA;-1.11789;-56.42475;Forest;2015;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;224
